study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API5x2	6.0	API5x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.0		mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.12	0.0099999999999997	dimensionless	
Frost2013a		API5x2	6.0	API5x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00018879216539717083	2.3590859630032653e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.19	0.06	dimensionless	
Frost2013a		API5x2	6.0	API5x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.000141588683351469	2.3590859630032653e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.22	0.09	dimensionless	
Frost2013a		API5x2	6.0	API5x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	9.438520130576714e-05	0.0	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.18	0.01	dimensionless	
Frost2013a		API5x2	6.0	API5x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	7.07943416757345e-05	0.0	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.12	0.0699999999999998	dimensionless	
Frost2013a		API5x2	6.0	API5x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.0001533841131664853	4.720348204570186e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.21	0.1600000000000001	dimensionless	
Frost2013a		API5x2	6.0	API5x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00012979325353645266	2.3590859630032653e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.18	0.1200000000000001	dimensionless	
Frost2013a		API5x2	6.0	API5x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00010620239390642001	2.3590859630032653e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.13	0.09	dimensionless	
Frost2013a		API5x2	6.0	API5x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	8.258977149075082e-05	1.1795429815016311e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.1	0.0899999999999998	dimensionless	
Frost2013a		API5x2	6.0	API5x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00013381936887921656	1.2165397170837859e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.1	0.1099999999999998	dimensionless	
Frost2013a		API5x2	6.0	API5x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00024330794341675735	3.6496191512513595e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.18	0.1	dimensionless	
Frost2013a		API5x2	6.0	API5x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00021897714907508163	3.6496191512513595e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.21	0.09	dimensionless	
Frost2013a		API5x2	6.0	API5x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00013381936887921656	2.4330794341675735e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.18	0.07	dimensionless	
Frost2013a		API5x2	6.0	API5x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00010948857453754081	2.4330794341675735e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.18	0.09	dimensionless	
Frost2013a		API5x2	6.0	API5x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00020681175190424375	3.6496191512513595e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.24	0.09	dimensionless	
Frost2013a		API5x2	6.0	API5x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.0001459847660500544	3.6496191512513595e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.19	0.1200000000000001	dimensionless	
Frost2013a		API5x2	6.0	API5x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.00013381936887921656	6.082698585418934e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.13	0.1400000000000001	dimensionless	
Frost2013a		API5x2	6.0	API5x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	8.515778019586508e-05	1.2165397170837859e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API5x2	1.09	0.1299999999999999	dimensionless	
